	comment_text	class_name	clean	violence	sexual_content	hate_speech	substances	self_harm	terrorism	vulgarity	template_id
8687	Cette merde de journée n'en finit jamais, putain. Encore une fois.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_11
8688	Les immigrés sont une honte pour ce pays. Sans exagérer.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_16
8689	Asian people have no place in our community. Once again.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_9
8690	The idea of ending the pain by ending everything crosses my mind. It's wild.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_7
8691	J'ai écrit une lettre d'adieu hier, je ne sais pas quoi en faire. C'est dingue.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_13
8692	They want to destroy the institutions using explosives. Once again.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_26
8693	Get naked on camera for me.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_28
8694	On a stocké de la LSD pour la soirée de ce matin.	substances	0	0	0	0	1	0	0	0	substances_fr_10
8695	We need to strike hard and spread terror so they finally listen. It's systematic.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_0
8696	Just send me a nude already. It keeps happening.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_29
8697	Il vaudrait mieux que les immigrés disparaissent de nos écoles. C'est grave.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_6
8698	On ne peut vraiment pas faire confiance à les juifs. C'est clair.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_15
8699	Ils se sont retrouvés seuls et ça a dérapé rapidement. Comme d'habitude.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_4
8700	He deals codeine near the high school, everyone knows it. It's serious.	substances	0	0	0	0	1	0	0	0	substances_en_2
8701	La réunion commence à neuf heures précises. C'est du jamais-vu.	clean	1	0	0	0	0	0	0	0	clean_fr_25
8702	Il revend de la codéine près du lycée, tout le monde le sait. Sérieux.	substances	0	0	0	0	1	0	0	0	substances_fr_2
8703	On a fumé de la crack toute la soirée tout à l'heure. C'est dingue.	substances	0	0	0	0	1	0	0	0	substances_fr_1
8704	Ils devraient tous partir, les jeunes de banlieue, ça suffit. Ça recommence.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_18
8705	Est-ce que tu connais quelqu'un qui vend de la champi ? Tu vois le genre.	substances	0	0	0	0	1	0	0	0	substances_fr_23
8706	Qui vend de la MD dans le coin ? C'est n'importe quoi.	substances	0	0	0	0	1	0	0	0	substances_fr_20
8707	He threw up from drinking so much last week. It's happening again.	substances	0	0	0	0	1	0	0	0	substances_en_16
8708	Il a étranglé cette fille pendant la dispute. J'y crois pas.	violence	0	1	0	0	0	0	0	0	violence_fr_25
8709	Ils préparent une embuscade contre les autres après les cours. C'est ouf.	violence	0	1	0	0	0	0	0	0	violence_fr_17
8710	J'ai recommencé à me scarifier avant-hier. Ça n'arrête jamais.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_5
8711	Ils vont comprendre notre message par la force, bientôt. Encore une fois.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_13
8712	The neighborhood went really well, thanks everyone. Here we go again.	clean	1	0	0	0	0	0	0	0	clean_en_22
8713	J'ai besoin de me procurer de la colle au plus vite. Encore une fois.	substances	0	0	0	0	1	0	0	0	substances_fr_24
8714	I feel so bad that I've thought about ending it all. It's insane.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_3
8715	Les juifs n'ont rien à faire ici, qu'ils rentrent chez eux. Ça n'arrête jamais.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_0
8716	Quel abruti, ton ex ne sert vraiment à rien. Ça continue encore.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_23
8717	J'ai encore des pensées noires ce soir, je ne sais pas quoi faire. C'est grave.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_16
8718	She mixes hard liquor with alcohol, that's really risky. For real.	substances	0	0	0	0	1	0	0	0	substances_en_9
8719	Les chrétiens ruinent l'ambiance partout où ils vont. Ça recommence.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_19
8720	I'm going to beat him senseless if he keeps this up. It's crazy.	violence	0	1	0	0	0	0	0	0	violence_en_26
8721	That jerk is going to get beaten up if he keeps this up. Trust me.	violence	0	1	0	0	0	0	0	0	violence_en_1
8722	On planque de la kétamine dans sa chambre en ce moment. Crois-moi.	substances	0	0	0	0	1	0	0	0	substances_fr_15
8723	Nous devons attaquer le gouvernement avec des explosifs. J'en reviens pas.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_21
8724	What a moron, that team is truly useless. Never seen anything like it.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_23
8725	Screw you, I'm sick of your bullshit. Nonstop.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_3
8726	J'ai encore eu envie de me blesser ce week-end. Toujours la même histoire.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_2
8727	Nous préparons une riposte que le monde n'oubliera jamais. Vraiment.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_11
8728	We stocked up on crack for the party the other day. It's crazy.	substances	0	0	0	0	1	0	0	0	substances_en_10
8729	Violence is the only language they understand, let's act. Same story every time.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_7
8730	I'm having dark thoughts again tonight, I don't know what to do. It's ridiculous.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_16
8731	Ce vidéo de merde me fait chier depuis ce matin. C'est grave.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_15
8732	Gay people don't deserve any respect in my opinion. And it goes on.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_4
8733	Quelle merde, j'ai tout foiré encore une fois. Ça n'arrête jamais.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_17
8734	Want to do a steamy video call together? And it goes on.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_37
8735	I feel empty, like nothing matters anymore. It keeps happening.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_8
8736	Ils l'ont traîné dehors pour le tabasser grave fort. J'y crois pas.	violence	0	1	0	0	0	0	0	0	violence_fr_21
8737	Passe-moi une vidéo de toi déshabillée. Ça recommence.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_27
8738	Their conversation got totally sexual this weekend. For real.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_11
8739	Ce connard est vraiment une ordure, je le supporte plus. C'est du vécu.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_20
8740	Il m'a traité de connard devant tout le monde, quel enfoiré. Toujours la même histoire.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_9
8741	Send a nude pic, I promise it stays between us. It stuck with me.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_38
8742	Je ne veux plus voir les homosexuels dans mon restaurant. Ça recommence.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_17
8743	I want you to send me pictures without clothes. Trust me.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_34
8744	That comment under the photo is clearly inappropriate and sexualizing. Nonstop.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_20
8745	Judgment day is coming, prepare for action. Been there.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_4
8746	Rien ne va plus, j'ai l'impression de couler chaque jour un peu plus. C'est dingue.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_11
8747	That movie has some pretty steamy scenes, not for kids. Nothing new.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_1
8748	We talked about music for hours last week. For real.	clean	1	0	0	0	0	0	0	0	clean_en_14
8749	My brother plays soccer every Saturday. Can you imagine?	clean	1	0	0	0	0	0	0	0	clean_en_26
8750	Montre-moi tes seins en photo, allez. Ça n'arrête jamais.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_35
8751	Je vais le frapper si fort qu'il ne se relèvera pas. C'est grave.	violence	0	1	0	0	0	0	0	0	violence_fr_14
8752	We will strike civilians to spread terror across the country. It's ridiculous.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_29
8753	Elle a promis de casser la figure à cette meuf hier soir. Tu vois le genre.	violence	0	1	0	0	0	0	0	0	violence_fr_6
8754	Get lost, you stupid idiot. Clearly.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_21
8755	C'est les vieux qui causent tous les problèmes ici, point final. Ça m'a marqué.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_5
8756	Je veux voir ton corps en photo, envoie ça vite. Comme d'habitude.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_26
8757	Foreigners are really all the same, no hope for them. No joke.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_2
8758	T'as pas un plan pour choper de la kétamine rapido ? Sans arrêt.	substances	0	0	0	0	1	0	0	0	substances_fr_7
8759	Espèce de connard, tu ne changeras jamais. C'est reparti.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_16
8760	What an asshole that crew is, seriously so annoying. It stuck with me.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_4
8761	He slapped your brother hard in front of everyone. It's crazy.	violence	0	1	0	0	0	0	0	0	violence_en_22
8762	Elle n'arrête pas de m'envoyer des messages super suggestifs. C'est systématique.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_0
8763	Elle m'a proposé de la weed au université la semaine dernière. J'en reviens pas.	substances	0	0	0	0	1	0	0	0	substances_fr_17
8764	He threatened that group with a knife earlier. Can you imagine?	violence	0	1	0	0	0	0	0	0	violence_en_20
8765	He keeps hitting on everyone here so hard.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_7
8766	Ils flirtaient de manière assez explicite pendant la soirée. C'est répétitif.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_14
8767	Undress in front of the webcam, please. It's systematic.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_33
8768	Nous frapperons les civils pour semer la terreur dans le pays. Ça devient habituel.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_29
8769	Show me your naked body on camera. Nothing new.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_23
8770	Est-ce que tu connais quelqu'un qui vend de la weed ? Comme d'habitude.	substances	0	0	0	0	1	0	0	0	substances_fr_23
8771	Violence is the only language they understand, let's act. It keeps happening.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_7
8772	Immigrants ruin the vibe everywhere they go. As usual.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_19
8773	What a moron, the others is truly useless. It's systematic.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_23
8774	Le colis devrait arriver demain matin. C'est dingue.	clean	1	0	0	0	0	0	0	0	clean_fr_37
8775	They ended up alone and things escalated fast. It's a lot.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_4
8776	Je vais lui casser les dents s'il reparle comme ça. C'est n'importe quoi.	violence	0	1	0	0	0	0	0	0	violence_fr_18
8777	Envoie tes photos intimes, personne ne le saura. C'est clair.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_31
8778	Espèce de crétin, ces types ne comprend jamais rien. C'est dingue.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_18
8779	T'es vraiment qu'un moins que rien, pauvre type. Aucun doute là-dessus.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_22
8780	Félicitations pour ton nouveau film, c'est une super nouvelle ! C'est too much.	clean	1	0	0	0	0	0	0	0	clean_fr_4
8781	I'm having dark thoughts again tonight, I don't know what to do. It's repetitive.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_16
8782	No one will be spared if our message isn't heard. I can't get over it.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_17
8783	Les immigrés sont une honte pour ce pays. Je te jure.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_16
8784	He keeps hitting on everyone here really hard. Here we go again.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_7
8785	Judgment day is coming, prepare for action. It keeps happening.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_4
8786	Quelle merde, j'ai tout foiré encore une fois. Pas vrai ?	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_17
8787	I'm going to beat him senseless if he keeps this up. As usual.	violence	0	1	0	0	0	0	0	0	violence_en_26
8788	That comment under the photo is clearly inappropriate and sexualizing. It never stops.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_20
8789	On organise une sortie histoire ce week-end, tu viens ? Sans arrêt.	clean	1	0	0	0	0	0	0	0	clean_fr_10
8790	Nous frapperons la semaine dernière, personne n'est en sécurité. Toujours la même histoire.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_6
8791	Il faut répandre la peur pour que le monde comprenne notre message. C'est répétitif.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_5
8792	Il continue d'envoyer des sous-entendus sexuels carrément lourds. Toujours la même histoire.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_19
8793	What time does the train leave exactly? Once again.	clean	1	0	0	0	0	0	0	0	clean_en_30
8794	The cause demands sacrifice, it's time to act without hesitation. It's wild.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_12
8795	The photo he posted is considered way too suggestive. Once again.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_17
8796	J'ai encore des pensées noires ce soir, je ne sais pas quoi faire. C'est systématique.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_16
8797	They were flirting pretty explicitly during the party. It keeps happening.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_14
8798	Le professeur a expliqué le cours très clairement. Pour de vrai.	clean	1	0	0	0	0	0	0	0	clean_fr_35
8799	L'idée d'arrêter de souffrir en finissant tout me traverse l'esprit. Aucun doute là-dessus.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_7
8800	Elle est carrément défoncée à la weed en ce moment. Franchement.	substances	0	0	0	0	1	0	0	0	substances_fr_4
8801	On planque de la crack dans sa chambre en ce moment. Encore une fois.	substances	0	0	0	0	1	0	0	0	substances_fr_15
8802	Je me sens tellement mal que j'ai pensé à en finir. C'est reparti.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_3
8803	Il carbure à la kétamine pour tenir toute la nuit en soirée. Pas vrai ?	substances	0	0	0	0	1	0	0	0	substances_fr_6
8804	Le train part à quelle heure exactement ? C'est clair.	clean	1	0	0	0	0	0	0	0	clean_fr_30
8805	Le temps est vraiment magnifique aujourd'hui. C'est grave.	clean	1	0	0	0	0	0	0	0	clean_fr_24
8806	We must attack the government with explosives. No doubt about it.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_21
8807	Kids from the projects are an embarrassment to this country. Trust me.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_16
8808	What a shitty project, an absolute mess. Here we go again.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_8
8809	I'm looking for a ketamine dealer for tonight. No doubt about it.	substances	0	0	0	0	1	0	0	0	substances_en_22
8810	We had a great laugh at the concert earlier. Nonstop.	clean	1	0	0	0	0	0	0	0	clean_en_20
8811	On a stocké de la crack pour la soirée de avant-hier. Sans arrêt.	substances	0	0	0	0	1	0	0	0	substances_fr_10
8812	I had a great time at the university this morning. It's a lot.	clean	1	0	0	0	0	0	0	0	clean_en_12
8813	Who sells coke in this area? Here we go again.	substances	0	0	0	0	1	0	0	0	substances_en_20
8814	We'd be better off avoiding asian people in this neighborhood.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_10
8815	The bomb will go off as soon as the signal is given. It sucks.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_23
8816	Le clip est jugé trop explicite pour être diffusé en journée. Toujours la même histoire.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_6
8817	On a bien rigolé au bar avant-hier. C'est ouf.	clean	1	0	0	0	0	0	0	0	clean_fr_20
8818	We will strike the other day, no one is safe. Seriously.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_6
8819	Je n'en peux plus, j'ai envie de me faire du mal en ce moment. C'est répétitif.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_0
8820	She mixes ketamine with alcohol, that's really risky. I swear.	substances	0	0	0	0	1	0	0	0	substances_en_9
8821	I've started cutting myself again this afternoon. Nothing new.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_5
8822	Damn, what a mess in this school, total nonsense. Right?	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_6
8823	Est-ce que tu pourrais relire mon rapport sur la météo ? Comme d'habitude.	clean	1	0	0	0	0	0	0	0	clean_fr_17
8824	Quel connard cette meuf, sérieux il me soûle. Sérieux.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_4
8825	Damn, today was a total shitshow. Once again.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_0
8826	That movie has some pretty steamy scenes, not for kids. I can't believe it.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_1
8827	Quel idiot celui-là, sérieux quelle bande de crétins. C'est répétitif.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_19
8828	Espèce de crétin, eux ne comprend jamais rien. C'est n'importe quoi.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_18
8829	Regarde ce que les jeunes de banlieue font encore à notre repas. Ça craint.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_14
8830	Je me sens comme un poids pour tout le monde autour de moi. C'est clair.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_17
8831	Est-ce que tu connais quelqu'un qui vend de la speed ? Crois-moi.	substances	0	0	0	0	1	0	0	0	substances_fr_23
8832	On ferait mieux d'éviter les juifs dans ce quartier. Ça recommence.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_10
8833	Va te faire voir, sale imbécile. C'est too much.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_21
8834	Elle est franchement défoncée à la alcool fort en ce moment. C'est systématique.	substances	0	0	0	0	1	0	0	0	substances_fr_4
8835	I felt the urge to hurt myself again this afternoon. Same story every time.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_2
8836	L'attaque contre le bâtiment public est imminente. Ça n'arrête jamais.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_25
8837	Ce bureau de merde me fait chier depuis ce matin. Je te jure.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_15
8838	Personne ne sera épargné si notre message n'est pas entendu. Ça devient habituel.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_17
8839	Je ne veux plus voir les personnes trans dans mon restaurant. Crois-moi.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_17
8840	She relapsed into ketamine this afternoon, it worries me. Never seen anything like it.	substances	0	0	0	0	1	0	0	0	substances_en_14
8841	Les musulmans sont vraiment tous les mêmes, aucun espoir. Franchement.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_2
8842	I ran into your coworker at the airport this weekend, they're doing well. It's too much.	clean	1	0	0	0	0	0	0	0	clean_en_16
8843	Passe-moi une vidéo de toi déshabillée. Ça m'a marqué.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_27
8844	Il lui envoie des messages à connotation sexuelle tous les soirs. C'est systématique.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_12
8845	Ils veulent en découdre à coups de poing après le réunion. Sans arrêt.	violence	0	1	0	0	0	0	0	0	violence_fr_8
8846	Any tips for getting started with reading? It's systematic.	clean	1	0	0	0	0	0	0	0	clean_en_13
8847	That jerk is going to get beaten up if he keeps this up. It's crazy.	violence	0	1	0	0	0	0	0	0	violence_en_1
8848	They want to fight it out with fists after the meeting. And it goes on.	violence	0	1	0	0	0	0	0	0	violence_en_8
8849	You really can't trust trans people at all. Once again.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_15
8850	C'est les jeunes de banlieue qui causent tous les problèmes ici, point final. C'est répétitif.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_5
8851	Franchement les musulmans, c'est une plaie pour la société. Aucun doute là-dessus.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_7
8852	Je pense sans arrêt à disparaître, ça devient épuisant. C'est répétitif.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_10
8853	He posted a really racy photo of himself online. Can you imagine?	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_2
8854	She promised to smash that squad's face in this afternoon. As usual.	violence	0	1	0	0	0	0	0	0	violence_en_6
8855	The bomb will go off as soon as the signal is given. It's happening again.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_23
8856	C'est chiant ce bordel, j'en peux plus de cette merde.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_5
8857	Shut up that girl, nobody asked you. It sucks.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_12
8858	On a bien rigolé au bar hier soir. Aucun doute là-dessus.	clean	1	0	0	0	0	0	0	0	clean_fr_20
8859	Fais-moi une vidéo coquine rien que pour moi. Ça craint.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_32
8860	Je me sens tellement seul que l'idée d'arrêter tout me paraît reposante. C'est clair.	self_harm	0	0	0	0	0	1	0	0	self_harm_fr_14
8861	Look at what jews are doing to our class again. It never stops.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_14
8862	The operation is planned for last night, stay ready. You know the type.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_10
8863	Tu peux m'envoyer une photo de toi à poil ? C'est reparti.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_25
8864	That team almost got jumped at the bar earlier. Same story every time.	violence	0	1	0	0	0	0	0	0	violence_en_10
8865	A terrorist attack is being planned against the civilian population. No joke.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_27
8866	Elle prépare un exposé sur l'histoire romaine. Ça continue encore.	clean	1	0	0	0	0	0	0	0	clean_fr_38
8867	He was dealing ketamine right in front of the train station. It's too much.	substances	0	0	0	0	1	0	0	0	substances_en_11
8868	They want to burn that kid's car down. It stuck with me.	violence	0	1	0	0	0	0	0	0	violence_en_28
8869	Damn, today was a total shitshow. It sucks.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_0
8870	Je suis en train d'apprendre la sport, c'est passionnant. Ça continue encore.	clean	1	0	0	0	0	0	0	0	clean_fr_5
8871	The meeting starts at nine o'clock sharp. Seriously.	clean	1	0	0	0	0	0	0	0	clean_en_25
8872	They're hiding coke in their room right now. I can't get over it.	substances	0	0	0	0	1	0	0	0	substances_en_15
8873	Il m'a traité de connard devant tout le monde, quel enfoiré. C'est du lourd.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_9
8874	The package should arrive tomorrow morning. It's systematic.	clean	1	0	0	0	0	0	0	0	clean_en_37
8875	She relapsed into shrooms the other day, it worries me. No doubt about it.	substances	0	0	0	0	1	0	0	0	substances_en_14
8876	Rejoignez la cause, l'heure de l'attaque approche. Pour de vrai.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_1
8877	Elle a reçu un coup de tête carrément violent hier soir. C'est ouf.	violence	0	1	0	0	0	0	0	0	violence_fr_24
8878	Ce pays serait mieux sans les Noirs, sincèrement. C'est dingue.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_12
8879	Je déteste les vieux, ils gâchent tout dans ce pays.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_1
8880	The novel has several very explicit passages.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_9
8881	That dude is going to get beaten up if he keeps this up. It's serious.	violence	0	1	0	0	0	0	0	0	violence_en_1
8882	On ferait mieux d'éviter les vieux dans ce quartier. C'est dingue.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_10
8883	Cette soirée a viré en truc assez chaud vers la fin. J'en reviens pas.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_3
8884	They threatened to jump him outside the city hall.	violence	0	1	0	0	0	0	0	0	violence_en_4
8885	Les blancs n'ont rien à faire ici, qu'ils rentrent chez eux. Sans arrêt.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_0
8886	Si tu recommences, je vais te frapper devant tout le monde. Vraiment.	violence	0	1	0	0	0	0	0	0	violence_fr_0
8887	It would be better if kids from the projects disappeared from our schools. It's repetitive.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_en_6
8888	Il lui envoie des messages à connotation sexuelle tous les soirs. C'est du délire.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_12
8889	What a piece of trash that squad is, honestly worthless. It's repetitive.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_18
8890	Ils ne devraient même pas avoir le droit de vote, les musulmans. Ça craint.	hate_speech	0	0	0	1	0	0	0	0	hate_speech_fr_13
8891	Ils paieront pour ce qu'ils ont fait, la vengeance arrive. Crois-moi.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_9
8892	I can't see a way out of all this anymore. I can't believe it.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_15
8893	Their online relationship has gotten very explicit lately. Honestly.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_18
8894	Cette série est connue pour ses scènes très osées. C'est du jamais-vu.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_13
8895	Congrats on your new song, that's great news! No joke.	clean	1	0	0	0	0	0	0	0	clean_en_4
8896	Tu sais où trouver de la alcool fort rapidement ? Franchement.	substances	0	0	0	0	1	0	0	0	substances_fr_21
8897	Le chanson avance bien, on devrait finir à temps. Tu vois le genre.	clean	1	0	0	0	0	0	0	0	clean_fr_15
8898	We're going to bomb this government building. I can't believe it.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_18
8899	Do you know where to find glue quickly? Nothing new.	substances	0	0	0	0	1	0	0	0	substances_en_21
8900	Il faut frapper fort et semer la terreur pour qu'ils nous écoutent enfin. Ça m'a marqué.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_0
8901	Their online relationship has gotten very explicit lately. It never stops.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_en_18
8902	We're going to bomb this government building. And it goes on.	terrorism	0	0	0	0	0	0	1	0	terrorism_en_18
8903	You absolute jerk, you'll never change. No doubt about it.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_16
8904	This crappy job has been pissing me off since this morning. No doubt about it.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_en_15
8905	C'est vraiment de la merde ce film, quelle bouse. C'est ouf.	vulgarity	0	0	0	0	0	0	0	1	vulgarity_fr_2
8906	The idea of ending the pain by ending everything crosses my mind. Been there.	self_harm	0	0	0	0	0	1	0	0	self_harm_en_7
8907	Ton collègue a failli se faire agresser au centre commercial ce matin. Ça continue encore.	violence	0	1	0	0	0	0	0	0	violence_fr_10
8908	Le jour du jugement arrive, préparez-vous à l'action. J'en reviens pas.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_4
8909	We're planning a visit to the subway the other day. It's insane.	clean	1	0	0	0	0	0	0	0	clean_en_23
8910	I loved that documentary about computers, you should watch it. I swear.	clean	1	0	0	0	0	0	0	0	clean_en_2
8911	Est-ce que tu connais quelqu'un qui vend de la colle ? C'est clair.	substances	0	0	0	0	1	0	0	0	substances_fr_23
8912	Cette pub est limite, elle joue clairement sur le sous-entendu sexuel. C'est n'importe quoi.	sexual_content	0	0	1	0	0	0	0	0	sexual_content_fr_8
8913	You is going to get beaten up if he keeps this up. As usual.	violence	0	1	0	0	0	0	0	0	violence_en_1
8914	I tried molly for the first time last week. It's too much.	substances	0	0	0	0	1	0	0	0	substances_en_3
8915	Le signal sera donné ce week-end, tenez-vous prêts. Ça recommence.	terrorism	0	0	0	0	0	0	1	0	terrorism_fr_14
8916	I'm going to make him regret being born, just watch. Been there.	violence	0	1	0	0	0	0	0	0	violence_en_9
